sample_id,metabolite,value,Age,Genotype,Treatment
58_Young_Liver_15b,3-hydroxybutyric acid+2,3318651.215,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,3-hydroxybutyric acid+2,5035229.081,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,3-hydroxybutyric acid+2,6482637.745,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,3-hydroxybutyric acid+2,6931985.002,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,3-hydroxybutyric acid+2,8129919.498,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,3-hydroxybutyric acid+2,2386060.205,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,3-hydroxybutyric acid+2,2461400.702,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,3-hydroxybutyric acid+2,2132281.798,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,3-hydroxybutyric acid+2,7304218.831,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,3-hydroxybutyric acid+2,8233560.501,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,3-hydroxybutyric acid+2,7581091.77,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,3-hydroxybutyric acid+2,1544136.829,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,3-hydroxybutyric acid+2,1660941.34,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,3-hydroxybutyric acid+2,1372927.243,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,3-hydroxybutyric acid+2,1157982.362,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,3-hydroxybutyric acid+2,958334.2855,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,3-hydroxybutyric acid+2,1645104.551,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
82_Old_Liver_21b,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
83_Old_Liver_21c,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
84_Old_Liver_22a,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
85_Old_Liver_22b,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
86_Old_Liver_22c,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
87_Old_Liver_23a,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
88_Old_Liver_23b,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
89_Old_Liver_23c,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
90_Old_Liver_24a,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
91_Old_Liver_24b,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
92_Old_Liver_24c,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
93_Old_Liver_25a,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
94_Old_Liver_25b,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
95_Old_Liver_25c,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
96_Old_Liver_26a,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
97_Old_Liver_26b,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
98_Old_Liver_26c,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
99_Old_Liver_27a,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
100_Old_Liver_27b,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
101_Old_Liver_27c,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
102_Old_Liver_28a,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
103_Old_Liver_28b,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
104_Old_Liver_28c,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
105_Old_Liver_29a,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
106_Old_Liver_29b,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
107_Old_Liver_29c,3-hydroxybutyric acid+2,0.0,Old,Wild-type,N/A
108_Old_Liver_30a,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
109_Old_Liver_30b,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
110_Old_Liver_30c,3-hydroxybutyric acid+2,0.0,Old,SIRT6-tg,N/A
111_Old_Liver_31a,3-hydroxybutyric acid+2,2753271.512,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,3-hydroxybutyric acid+2,2228028.516,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,3-hydroxybutyric acid+2,2149769.525,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,3-hydroxybutyric acid+2,3915445.253,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,3-hydroxybutyric acid+2,3567357.4,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,3-hydroxybutyric acid+2,3813641.803,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,3-hydroxybutyric acid+2,2289232.616,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,3-hydroxybutyric acid+2,2434264.963,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,3-hydroxybutyric acid+2,3738111.927,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,3-hydroxybutyric acid+2,4043941.455,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,3-hydroxybutyric acid+2,5081249.668,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,3-hydroxybutyric acid+2,3660441.795,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,3-hydroxybutyric acid+2,549391.0583,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,3-hydroxybutyric acid+2,726422.8282,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,3-hydroxybutyric acid+2,582215.1984,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,3-hydroxybutyric acid+2,1863758.084,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,3-hydroxybutyric acid+2,2161359.639,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,3-hydroxybutyric acid+2,2380937.973,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,3-hydroxybutyric acid+2,3486416.243,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,3-hydroxybutyric acid+2,3062413.583,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,3-hydroxybutyric acid+2,2388509.055,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,3-hydroxybutyric acid+2,4256276.219,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,3-hydroxybutyric acid+2,3200371.147,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,3-hydroxybutyric acid+2,1978009.84,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,3-hydroxybutyric acid+2,7701512.303,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,3-hydroxybutyric acid+2,5372594.594,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,3-hydroxybutyric acid+2,5072512.023,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,3-hydroxybutyric acid+2,2775197.745,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,3-hydroxybutyric acid+2,3584193.394,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,3-hydroxybutyric acid+2,3021030.453,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
02_Young_Liver_1b,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
03_Young_Liver_1c,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
05_Young_Liver_2a,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
06_Young_Liver_2b,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
07_Young_Liver_2c,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
09_Young_Liver_3a,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
10_Young_Liver_3b,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
11_Young_Liver_3c,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
13_Young_Liver_4a,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
14_Young_Liver_4b,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
15_Young_Liver_4c,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
17_Young_Liver_5a,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
18_Young_Liver_5b,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
19_Young_Liver_5c,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
21_Young_Liver_6a,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
22_Young_Liver_6b,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
23_Young_Liver_6c,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
25_Young_Liver_7a,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
26_Young_Liver_7b,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
27_Young_Liver_7c,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
29_Young_Liver_8a,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
30_Young_Liver_8b,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
31_Young_Liver_8c,3-hydroxybutyric acid+3,0.0,Young,Wild-type,N/A
33_Young_Liver_9a,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
34_Young_Liver_9b,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
37_Young_Liver_10a,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
38_Young_Liver_10b,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
39_Young_Liver_10c,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,N/A
41_Young_Liver_11a,3-hydroxybutyric acid+3,23201.80166,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,3-hydroxybutyric acid+3,19808.9267,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,3-hydroxybutyric acid+3,22051.83923,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,3-hydroxybutyric acid+3,27081.50432,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,3-hydroxybutyric acid+3,35280.63386,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,3-hydroxybutyric acid+3,36350.33122,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,3-hydroxybutyric acid+3,33198.65928,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,3-hydroxybutyric acid+3,0.0,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,3-hydroxybutyric acid+3,58647.19376,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,3-hydroxybutyric acid+3,0.0,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
82_Old_Liver_21b,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
83_Old_Liver_21c,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
84_Old_Liver_22a,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
85_Old_Liver_22b,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
86_Old_Liver_22c,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
87_Old_Liver_23a,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
88_Old_Liver_23b,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
89_Old_Liver_23c,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
90_Old_Liver_24a,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
91_Old_Liver_24b,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
92_Old_Liver_24c,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
93_Old_Liver_25a,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
94_Old_Liver_25b,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
95_Old_Liver_25c,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
96_Old_Liver_26a,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
97_Old_Liver_26b,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
98_Old_Liver_26c,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
99_Old_Liver_27a,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
100_Old_Liver_27b,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
101_Old_Liver_27c,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
102_Old_Liver_28a,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
103_Old_Liver_28b,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
104_Old_Liver_28c,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
105_Old_Liver_29a,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
106_Old_Liver_29b,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
107_Old_Liver_29c,3-hydroxybutyric acid+3,0.0,Old,Wild-type,N/A
108_Old_Liver_30a,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
109_Old_Liver_30b,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
110_Old_Liver_30c,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,N/A
111_Old_Liver_31a,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,3-hydroxybutyric acid+3,29335.67487,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,3-hydroxybutyric acid+3,29249.26848,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,3-hydroxybutyric acid+3,26269.7614,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,3-hydroxybutyric acid+3,66285.64989,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,3-hydroxybutyric acid+3,21514.30491,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,3-hydroxybutyric acid+3,24796.06622,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,3-hydroxybutyric acid+3,42955.40685,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,3-hydroxybutyric acid+3,25128.20588,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,3-hydroxybutyric acid+3,0.0,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,3-hydroxybutyric acid+3,0.0,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
02_Young_Liver_1b,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
03_Young_Liver_1c,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
05_Young_Liver_2a,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
06_Young_Liver_2b,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
07_Young_Liver_2c,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
09_Young_Liver_3a,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
10_Young_Liver_3b,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
11_Young_Liver_3c,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
13_Young_Liver_4a,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
14_Young_Liver_4b,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
15_Young_Liver_4c,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
17_Young_Liver_5a,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
18_Young_Liver_5b,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
19_Young_Liver_5c,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
21_Young_Liver_6a,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
22_Young_Liver_6b,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
23_Young_Liver_6c,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
25_Young_Liver_7a,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
26_Young_Liver_7b,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
27_Young_Liver_7c,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
29_Young_Liver_8a,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
30_Young_Liver_8b,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
31_Young_Liver_8c,3-hydroxybutyric acid+4,0.0,Young,Wild-type,N/A
33_Young_Liver_9a,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
34_Young_Liver_9b,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
37_Young_Liver_10a,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
38_Young_Liver_10b,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
39_Young_Liver_10c,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,N/A
41_Young_Liver_11a,3-hydroxybutyric acid+4,226761.7732,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,3-hydroxybutyric acid+4,319131.6048,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,3-hydroxybutyric acid+4,19842.91258,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,3-hydroxybutyric acid+4,261124.0937,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,3-hydroxybutyric acid+4,145617.4364,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,3-hydroxybutyric acid+4,131583.3293,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,3-hydroxybutyric acid+4,110337.5429,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,3-hydroxybutyric acid+4,0.0,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,3-hydroxybutyric acid+4,0.0,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,3-hydroxybutyric acid+4,27969.31891,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,3-hydroxybutyric acid+4,61909.61341,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,3-hydroxybutyric acid+4,57686.22998,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,3-hydroxybutyric acid+4,176656.7213,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,3-hydroxybutyric acid+4,167220.7663,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,3-hydroxybutyric acid+4,0.0,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,3-hydroxybutyric acid+4,317155.138,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,3-hydroxybutyric acid+4,610455.9619,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,3-hydroxybutyric acid+4,384087.2355,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,3-hydroxybutyric acid+4,0.0,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,3-hydroxybutyric acid+4,0.0,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,3-hydroxybutyric acid+4,0.0,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,3-hydroxybutyric acid+4,0.0,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,3-hydroxybutyric acid+4,0.0,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,3-hydroxybutyric acid+4,0.0,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
82_Old_Liver_21b,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
83_Old_Liver_21c,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
84_Old_Liver_22a,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
85_Old_Liver_22b,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
86_Old_Liver_22c,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
87_Old_Liver_23a,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
88_Old_Liver_23b,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
89_Old_Liver_23c,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
90_Old_Liver_24a,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
91_Old_Liver_24b,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
92_Old_Liver_24c,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
93_Old_Liver_25a,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
94_Old_Liver_25b,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
95_Old_Liver_25c,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
96_Old_Liver_26a,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
97_Old_Liver_26b,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
98_Old_Liver_26c,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
99_Old_Liver_27a,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
100_Old_Liver_27b,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
101_Old_Liver_27c,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
102_Old_Liver_28a,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
103_Old_Liver_28b,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
104_Old_Liver_28c,3-hydroxybutyric acid+4,0.0,Old,SIRT6-tg,N/A
105_Old_Liver_29a,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
106_Old_Liver_29b,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
107_Old_Liver_29c,3-hydroxybutyric acid+4,0.0,Old,Wild-type,N/A
