Protein,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
TGM5,1.2123669,-0.35736406,1.1200061,0.61492723,0.6911663,1.7820587,0.9948002,0.19485663,-0.32207078,0.63115805,0.22615092,0.76555556,-0.15953392,0.4324276,0.6177077,0.6715654,-0.0089482665,-0.4266979,0.7652174,0.5625313,-0.36459744,0.5738364,-0.26484495,0.31719118,-0.45051157,-0.21409875,-0.40947992,0.3462175,0.25183812,0.74445665,0.016364649,0.15420501,0.28435308,0.3734628,1.396254,0.33748785,-0.33629966,-0.058095872,-0.32239628,0.004693985,1.051081,0.4135164,0.124087244,-0.28283525,0.48564017,-0.43759215,0.99965763,-0.09331739,-0.6591313,-0.2665255,0.9328719,0.45512593,0.32049355,-0.06314832,0.8881585,-0.42380708,0.6840482,0.054065198,0.49468535,0.9861125,-0.35909325,-0.63029325,0.76551306,-0.4729582
THBS1,0.49994102,0.6146562,0.6372013,1.0505317,0.8008827,1.7689681,0.596545,-0.21792245,0.42179582,0.17436945,-0.040071487,-0.09632331,0.021877885,0.11012359,0.6772664,0.4513957,0.36136067,0.14407362,0.22377741,0.3562524,0.1912039,0.019057691,-0.25352043,0.5342898,-0.04579991,-0.3839478,0.14170232,0.8030435,0.17299742,0.7828719,-0.46280086,0.2818176,-0.1297518,0.31214416,1.0794725,-0.26203084,-0.30851334,-0.17918617,-0.13788033,-0.05138272,1.1914208,-0.19682753,0.449578,0.04689032,0.6490849,-0.34884882,1.2163497,0.3862826,-0.6624255,-0.27751547,1.2091265,0.1209942,0.17456344,-0.22669554,0.46113324,0.14900324,0.9093636,0.26284587,0.75454515,1.0418175,0.050555155,-0.3291905,0.43959695,-0.06249726
THBS2,0.94537616,-0.33088595,0.82445496,0.7125841,0.7145286,1.6408067,0.80859786,0.0537633,-0.18517703,0.29130983,0.20703693,0.5271085,-0.17481959,0.119644105,0.6928766,0.56118166,-0.023829162,-0.23942876,0.4137365,0.71668446,-0.26111186,0.36590168,-0.334485,0.43189588,-0.30152422,-0.1864084,-0.21088904,0.42743662,0.19068897,0.8133312,0.093264684,0.33499113,0.24991918,0.2980595,1.2318797,0.17348313,-0.2944492,0.092481375,-0.22692502,-0.09601259,1.274934,0.32054037,0.14164375,-0.171166,0.6037006,-0.39390844,0.7127259,-0.19544888,-0.6796491,-0.29335624,0.9430784,0.62623966,0.3908807,-0.0046500564,0.83538574,-0.26905316,0.73925865,0.23904893,0.63845736,0.9143864,-0.24284631,-0.47243708,0.6746103,-0.35383725
THBS3,0.61235434,-0.17465085,0.52745056,0.76440597,0.8564731,1.5441972,0.5025604,-0.16005033,0.012164898,-0.027239025,-0.10965347,0.20346892,0.08286621,-0.19312161,0.67001194,0.33227575,-0.1323629,0.009376481,0.04432565,0.5533488,-0.14790756,0.26743275,-0.40185046,0.58653504,-0.13796896,-0.36747736,-0.011179805,0.5312407,0.2416989,0.70490855,0.17431462,0.61793625,-0.0033551455,0.045861512,0.9028349,-0.03324735,-0.15129745,0.0010786131,0.026033912,0.01075694,1.3862249,-0.05738634,0.43296307,0.09010454,0.7124692,-0.30099857,0.48070118,0.04655468,-0.6400799,-0.2910027,0.98465747,0.3313752,0.3924093,-0.24891573,0.53380984,-0.07938784,0.64553535,0.32960555,0.6816216,0.6652228,0.0007017851,-0.35993904,0.9032986,-0.2618636
THBS4,0.92877805,-0.18730718,0.89634013,0.5368859,0.76298136,1.5200421,0.6966589,0.12904768,-0.2147609,0.42684883,0.07653171,0.59171313,0.048176922,0.26111937,0.46220794,0.36841166,-0.15144616,-0.25583398,0.37812904,0.3805721,-0.30569553,0.60510665,-0.24181396,0.3393991,-0.28676975,-0.35142535,-0.30991048,0.27905938,0.4289019,0.56307995,0.090572625,0.30872092,0.12643576,0.22075723,1.0622998,0.2716989,-0.2035172,-0.16541886,-0.14281273,0.19043876,1.0062023,0.25467804,0.3576473,-0.14620543,0.42121822,-0.31448466,0.777966,0.15817142,-0.56188655,-0.14860469,0.78304404,0.19108263,0.16627192,-0.2750644,0.5841362,-0.3219872,0.53078824,0.04269504,0.35622305,0.7549284,-0.2437256,-0.56547445,0.81604433,-0.43847024
THSD4,1.0261282,0.044741094,1.4661665,0.22629723,0.57314336,1.2010732,0.7785729,0.7812185,-0.3469301,1.0253127,0.56463546,1.0308987,0.09673764,0.9100425,-0.21486515,0.21132651,-0.2796083,-0.3977598,0.4805305,-0.20568436,-0.4578088,1.0691043,0.51925886,-0.27013314,-0.018512964,-0.37417197,-0.514779,-0.27129978,1.0178062,0.24081203,-0.24131447,-0.2595346,0.06449695,0.56962293,1.0074363,0.81172174,-0.11778551,-0.49260283,-0.4158134,0.77437246,0.2730553,0.7505462,0.24032015,-0.4447266,-0.3258795,0.06291406,1.3060728,0.54010063,-0.44296092,0.50545645,0.26568773,-0.25510395,-0.40696698,-0.28685814,0.19487189,-0.4769029,0.2979991,-0.46009874,-0.39282733,0.81794274,-0.40360326,-0.6399046,0.38830364,-0.4953289
TIMP1,1.1907086,-0.12308508,1.286458,0.58961207,0.6037289,1.603455,0.97458375,0.43369764,-0.33826768,0.8116533,0.50453913,0.872162,-0.16963804,0.7707964,0.3967583,0.5570036,0.03865088,-0.42195988,0.64853716,0.32034606,-0.35514158,0.67434645,-0.0246194,0.05441097,-0.27446258,-0.15918362,-0.4179175,0.07243326,0.4995258,0.73000747,-0.27726138,-0.10246086,0.34652057,0.64623547,1.3651865,0.45684007,-0.30602956,-0.29649425,-0.403881,0.15665664,0.7612252,0.6095754,0.117665984,-0.38143694,0.13471474,-0.35238212,1.2698779,0.04133895,-0.60741967,-0.048279464,0.7485485,0.30287385,-0.0060498714,-0.05458021,0.79830474,-0.42299348,0.71390164,-0.17585284,0.107170135,1.1154033,-0.40427387,-0.63528055,0.37041038,-0.48091525
TIMP2,0.96438545,-0.21230704,0.8171161,0.7366343,0.7755557,1.6776631,0.7268038,0.009591889,-0.1672293,0.29506767,0.08364704,0.49368775,-0.09927368,0.18193753,0.680789,0.4798388,-0.018206954,-0.19866872,0.36076194,0.62031233,-0.22226769,0.35917535,-0.35937136,0.46684077,-0.28157473,-0.29638726,-0.2090801,0.42033827,0.2413626,0.72447604,0.02198124,0.3760953,0.17293133,0.26014256,1.2118328,0.102690056,-0.30429137,0.014412597,-0.15114611,-0.06508595,1.2474046,0.18301056,0.29812467,-0.11001712,0.6016267,-0.40157044,0.8025941,-0.005163133,-0.63506895,-0.29439723,0.9573815,0.42934185,0.29585508,-0.17035317,0.7697691,-0.24712074,0.7425496,0.23586485,0.6072976,0.8966993,-0.23652244,-0.50557643,0.75502574,-0.36994827
TIMP3,0.8703789,-0.048238993,1.3595566,-0.02000612,0.53866154,0.9678815,0.5968232,0.84359443,-0.37853593,0.891469,0.50226104,1.0863626,0.27798697,0.68356967,-0.3967322,-0.04373169,-0.5004966,-0.37301528,0.24481401,-0.21546161,-0.56831473,1.3846636,0.5488388,-0.34166926,0.042192966,-0.46333128,-0.5597863,-0.35666418,1.2867775,0.07768498,0.09631756,-0.13684875,-0.069370866,0.4068413,0.7465667,0.9635046,0.068014026,-0.54012513,-0.37413377,1.1062548,0.22966015,0.81124836,0.36006066,-0.43289423,-0.39841968,0.2383646,1.0006866,0.604041,-0.3392334,0.7150971,0.038945258,-0.35408205,-0.4721796,-0.40719813,-0.0046984553,-0.5116143,0.012966454,-0.5378581,-0.49543065,0.579378,-0.381998,-0.6334772,0.57999486,-0.5554334
TINAG,0.2408449,0.10364012,0.27588442,0.8421099,1.0161023,1.5396851,0.1865844,-0.35825783,0.2989718,-0.28435618,-0.3776167,-0.17550659,0.36509213,-0.39022833,0.63544565,0.11927956,-0.1623137,0.24677913,-0.2396639,0.4152711,-0.07013881,0.18317373,-0.48334968,0.72040874,-0.018769681,-0.55325973,0.13124666,0.71720994,0.27851373,0.6095116,0.20451912,0.8586718,-0.28431857,-0.11554068,0.63575315,-0.28581482,-0.092216015,-0.19793135,0.2726075,0.13973957,1.4814935,-0.40886635,0.7485472,0.32465866,0.8119512,-0.2548126,0.41356832,0.36911318,-0.59932697,-0.28296643,1.0677272,-0.01763326,0.33367357,-0.4583584,0.21701577,0.1289133,0.5661197,0.3766563,0.7530842,0.57197595,0.22119606,-0.25435942,1.0558066,-0.20027244
TINAGL1,1.123835,-0.2705179,1.0734828,0.5773106,0.61220574,1.570337,0.89716643,0.28317794,-0.31055653,0.6187177,0.3814988,0.76292264,-0.1874724,0.5094271,0.50994366,0.55591416,-0.004019141,-0.3586657,0.55322325,0.49571794,-0.32819498,0.5494594,-0.16765368,0.19327974,-0.31310886,-0.16451573,-0.36074114,0.18346563,0.36544055,0.6914897,-0.09372908,0.06261586,0.31975845,0.4699074,1.3052592,0.36511832,-0.31632113,-0.09321183,-0.3280834,0.032155797,0.9369888,0.5026592,0.11428812,-0.3044086,0.30918303,-0.38031185,1.0072739,-0.043726683,-0.6192466,-0.16393352,0.7671348,0.4537554,0.13681117,-0.03263724,0.80883014,-0.39200956,0.6951748,-0.005914867,0.32974774,0.980328,-0.36702764,-0.5907754,0.5128841,-0.44063938
TNC,0.9590044,-0.25703198,0.8624537,0.74731004,0.6881944,1.6233774,0.80064195,0.09625955,-0.17100912,0.34232694,0.25368956,0.53954834,-0.20321548,0.22413927,0.6554396,0.56356597,0.022956327,-0.2276262,0.4156977,0.6451704,-0.22788155,0.32677788,-0.28700978,0.3663124,-0.24614632,-0.17942941,-0.2081027,0.37616664,0.21165578,0.7960832,-0.05412656,0.24302962,0.23408791,0.34453943,1.259951,0.18744597,-0.3060735,0.05533781,-0.25898534,-0.098507166,1.2007608,0.3408685,0.14536503,-0.19264662,0.5305361,-0.3768701,0.81352746,-0.15289581,-0.6652208,-0.26403326,0.92503387,0.56956685,0.32027033,-0.0048528314,0.82815766,-0.2513426,0.7771913,0.19494018,0.57502794,0.9439881,-0.25772637,-0.46566373,0.57161236,-0.319314
TNFAIP6,1.0593699,0.12442744,1.5076454,0.39573038,0.6545058,1.3415132,0.8187275,0.7758213,-0.2830488,0.99673283,0.6240189,1.0066344,0.023748562,0.9216526,-0.13602567,0.27637935,-0.2175687,-0.3676496,0.50583166,-0.12329632,-0.42123097,0.9451888,0.48360294,-0.21995515,0.048380435,-0.3722666,-0.4802041,-0.20405978,0.95169944,0.3441594,-0.31314707,-0.24980867,0.072781265,0.64212906,1.1109912,0.7581151,-0.16315854,-0.469459,-0.4264922,0.68424076,0.43377987,0.7709239,0.21049759,-0.4510829,-0.25901508,0.04821805,1.3726244,0.47963628,-0.51079065,0.46524256,0.39347497,-0.15948701,-0.364906,-0.23242551,0.25838503,-0.42920876,0.41986367,-0.41337878,-0.32497692,0.954764,-0.4099533,-0.5931281,0.31492144,-0.43278348
TNFSF10,1.1851015,-0.37874812,1.1253595,0.512526,0.65229404,1.6821288,0.9875215,0.23449029,-0.38517404,0.6749797,0.27211565,0.81690234,-0.085163295,0.4334914,0.55391973,0.61297846,-0.09210956,-0.44566482,0.68403095,0.5335471,-0.4155258,0.74601656,-0.23554677,0.25243232,-0.4555704,-0.18993998,-0.42057258,0.23668581,0.4058693,0.7287394,0.10350114,0.17872632,0.35872716,0.4195634,1.3105602,0.3772782,-0.26164526,-0.15619761,-0.3075031,0.12836185,0.97933394,0.46720293,0.17058434,-0.29759234,0.37245083,-0.43666863,0.9761844,-0.04073763,-0.6448678,-0.17297989,0.8231814,0.41917834,0.2142207,-0.10208064,0.85703814,-0.46484238,0.5839111,-0.010856628,0.347743,0.9757173,-0.35740662,-0.66873306,0.7330881,-0.56321204
TNFSF12,1.2719133,-0.3796581,1.2191616,0.49828234,0.57568616,1.6906914,1.0888923,0.3148173,-0.4310856,0.8188162,0.4108439,0.91665864,-0.14224267,0.56797767,0.5361861,0.67708254,-0.04925561,-0.4936406,0.77503335,0.5209231,-0.43319476,0.80205923,-0.17425483,0.15807521,-0.47304696,-0.10242069,-0.45508444,0.1758528,0.44556442,0.7685585,0.0052054822,0.06066081,0.443507,0.5327105,1.3976202,0.45058462,-0.27583754,-0.1803472,-0.3790723,0.13125657,0.8859494,0.5903795,0.109450884,-0.36095852,0.28266662,-0.45581323,1.1118453,-0.062022507,-0.6519345,-0.14076942,0.80196244,0.4666994,0.16604227,-0.028763115,0.93520665,-0.50502574,0.60971725,-0.08093059,0.2797236,1.0571871,-0.40167838,-0.700745,0.6170606,-0.5886055
TNFSF13,0.2508422,-0.072437346,0.34443113,0.6589947,1.0244887,1.3790296,0.25132728,-0.27859277,0.17951316,-0.21321285,-0.33864754,-0.06402409,0.46522465,-0.38155597,0.54774505,0.10086368,-0.2389403,0.15744296,-0.17090881,0.33669165,-0.13557476,0.33442634,-0.42349857,0.71008146,-0.09082699,-0.5177568,0.10165759,0.6096142,0.33189213,0.52299255,0.40446994,0.87370175,-0.17510504,-0.11610609,0.47338527,-0.18528062,0.028363064,-0.20808196,0.31634462,0.24636395,1.371358,-0.31969917,0.6534937,0.27552056,0.7251505,-0.19261712,0.27393353,0.33873913,-0.59334695,-0.20978433,0.9057894,-0.019568026,0.32840526,-0.42662722,0.123951435,0.0447428,0.38164133,0.3583114,0.60136694,0.46746004,0.2166611,-0.29460198,1.0919527,-0.28935164
TNFSFM13;TNFSF13,1.2718738,-0.37968183,1.2190759,0.49862272,0.5763397,1.6912419,1.0887969,0.3144092,-0.43099988,0.81845796,0.4102469,0.9163876,-0.1418513,0.56756246,0.5365864,0.6770601,-0.04943955,-0.49359804,0.7748883,0.52096015,-0.4332223,0.8021734,-0.17468661,0.15863293,-0.47312778,-0.10286611,-0.45501423,0.1762874,0.44562376,0.76880324,0.005598858,0.06134259,0.4432752,0.53245854,1.3976666,0.4502551,-0.27571893,-0.18058974,-0.37881863,0.13137738,0.8866415,0.58982927,0.10996762,-0.3607127,0.28321564,-0.45589125,1.1116424,-0.061805606,-0.6520227,-0.1409725,0.8024534,0.4664673,0.16640165,-0.029255033,0.935241,-0.5049788,0.60978734,-0.0806492,0.2801031,1.0572307,-0.4015081,-0.70079154,0.6177794,-0.58870816
TNN,1.1205335,-0.33161545,0.97499406,0.65257865,0.7322639,1.753352,0.8903289,0.07717219,-0.2955628,0.49002367,0.14618047,0.6568633,-0.09903443,0.2940634,0.6827091,0.5970349,-0.03661388,-0.35727608,0.57985914,0.6186909,-0.33190167,0.5376467,-0.34714752,0.39837417,-0.42133445,-0.24378508,-0.33655137,0.37653416,0.27661252,0.75826085,0.088448405,0.3097601,0.27220562,0.3319258,1.3086421,0.21030731,-0.30372447,-0.05024153,-0.22411782,-0.02028954,1.1575089,0.29195473,0.23784211,-0.20125741,0.5501759,-0.45939016,0.90000093,-0.04023379,-0.65276504,-0.28264564,0.9498025,0.45166478,0.30850464,-0.13261485,0.86728364,-0.37888098,0.6764979,0.15235056,0.5471788,0.95981956,-0.30879998,-0.6121939,0.7984324,-0.48720026
TNXB,0.26835817,0.093669385,0.23980084,0.8828705,1.0345393,1.4807391,0.12896256,-0.35134572,0.27373156,-0.329072,-0.35613185,-0.1565414,0.33265126,-0.38943893,0.6714891,0.07535383,-0.16629326,0.3346958,-0.30783343,0.4889546,0.0048315153,0.09058736,-0.4953956,0.75714964,0.08679165,-0.5387379,0.24737947,0.66534764,0.2648812,0.60262024,0.21339837,0.9132129,-0.24286652,-0.10968357,0.61480534,-0.31640267,-0.09212345,-0.105103076,0.32416403,0.057609364,1.5622138,-0.3936301,0.7502588,0.3515182,0.8210718,-0.24626058,0.35266972,0.33663836,-0.5989846,-0.28672045,1.0195342,0.028658893,0.30181387,-0.44628775,0.25288284,0.2053931,0.62519526,0.48070377,0.7547303,0.57157636,0.22530958,-0.1702022,0.993873,-0.16575664
TRY10,-0.024947345,0.0943073,-0.028115988,0.9820694,1.2377402,1.4098823,-0.03529668,-0.50668293,0.55106354,-0.4813658,-0.5401617,-0.4233818,0.5479283,-0.57253397,0.7750502,0.08988188,-0.15961862,0.5394016,-0.34050018,0.2901691,0.25869596,-0.16074485,-0.51073015,1.0348924,0.12980041,-0.58136153,0.58997285,0.9106808,0.07131399,0.5293181,0.32502493,1.1709081,-0.38233972,-0.31348807,0.3399566,-0.45958453,0.045037314,-0.042218328,0.60936,0.0130998045,1.6923568,-0.5856942,0.8207007,0.65378237,1.0322152,-0.14238119,0.070693694,0.44801044,-0.63075006,-0.34446013,1.1110077,-0.14899927,0.50596344,-0.47913456,-0.012301683,0.4891376,0.5204041,0.7648728,0.9494476,0.3391256,0.5892819,0.119837224,1.1991253,0.05468473
TSKU,1.0758783,-0.41704988,0.9832792,0.6277181,0.7264198,1.7195432,0.9313118,0.12517145,-0.2889663,0.45004094,0.22061685,0.67678446,-0.13760543,0.205791,0.6652563,0.63253963,-0.086921155,-0.37799644,0.60878664,0.6915507,-0.3781973,0.56964636,-0.3243702,0.38470986,-0.42212856,-0.1956774,-0.34555256,0.3988601,0.25066194,0.8187666,0.19655631,0.3053438,0.28703856,0.33595908,1.3017308,0.28664017,-0.28640467,-0.01678276,-0.27797925,0.0020268932,1.2123358,0.40023598,0.11899045,-0.24203819,0.5666387,-0.422446,0.7755217,-0.1960342,-0.6863384,-0.26826316,0.93330765,0.59118754,0.40653613,-0.026675045,0.8819262,-0.38787085,0.6594408,0.14231014,0.56739104,0.9539417,-0.30531734,-0.5721396,0.7719764,-0.4679312
TSPEAR,1.2121586,-0.3572197,1.1198314,0.61474824,0.6907076,1.7814074,0.9946345,0.19508067,-0.32202047,0.63124675,0.22652613,0.7655467,-0.15980679,0.43260533,0.6174191,0.6715071,-0.008741796,-0.4265777,0.7650943,0.5623643,-0.36440074,0.57350945,-0.26452565,0.31681234,-0.45030558,-0.21377677,-0.4093609,0.34588143,0.25175402,0.7442005,0.015966728,0.15371887,0.2844523,0.37350485,1.3960088,0.33762625,-0.33628136,-0.05780399,-0.32248884,0.004545182,1.0505582,0.41382128,0.12378194,-0.28291398,0.4852463,-0.43745452,0.9995949,-0.09341359,-0.6590315,-0.26636302,0.93245775,0.4552042,0.32023388,-0.06279391,0.8879771,-0.42369354,0.683965,0.053995773,0.4944192,0.9858768,-0.359101,-0.63014984,0.7648551,-0.47271943
Tgfbi,0.9027543,-0.34488165,0.829055,0.6276852,0.49115783,1.5708089,0.88741535,0.051839225,-0.27890033,0.425524,0.22383156,0.5143451,-0.136496,0.22774756,0.6367182,0.63232636,-0.012617767,-0.36707395,0.4739435,0.49579278,-0.3337878,0.53350705,-0.27990597,0.26929334,-0.38231844,-0.0579381,-0.29800177,0.36349767,0.29462194,0.8921218,-0.064625025,0.19723836,0.25490353,0.36051,1.2285849,0.20985913,-0.21610308,-0.14975011,-0.31900126,0.021475352,0.9683151,0.29980853,0.14570257,-0.19790578,0.43937832,-0.43338978,0.83815557,-0.1522358,-0.6613555,-0.26471937,0.96164125,0.4770568,0.35432634,-0.0068362355,0.8819385,-0.390068,0.6932864,0.013113961,0.46809053,0.88897085,-0.22611886,-0.6217946,0.63761145,-0.48238844
Tgm1,0.8460636,-0.452595,0.8261291,0.5285114,0.6187555,1.5438372,0.7880398,0.067442566,-0.30367625,0.37071162,0.13086566,0.5491442,0.020225698,0.029045053,0.54112935,0.54039025,-0.21563083,-0.3410837,0.37291718,0.5100396,-0.4053929,0.6682531,-0.2734083,0.3022885,-0.377037,-0.21152467,-0.3033983,0.33437976,0.41400754,0.74163973,0.27620366,0.37040377,0.1562959,0.21752279,1.0738044,0.262408,-0.12332922,-0.11369842,-0.23724836,0.19189325,1.0795822,0.27366972,0.2317173,-0.1799773,0.43317086,-0.36664546,0.66142553,-0.061480105,-0.6737559,-0.17437911,0.84843314,0.37392586,0.31422472,-0.11170983,0.6895336,-0.40320897,0.49613172,0.053693946,0.4399285,0.7562035,-0.1885286,-0.6012454,0.870557,-0.5141016
Tgm2,0.88506824,-0.34629124,0.77513355,0.52400005,0.4142915,1.424655,0.89642787,0.13547015,-0.26344287,0.46125868,0.36312675,0.5427389,-0.1654914,0.1600622,0.52071464,0.56714743,-0.09205216,-0.31256777,0.420255,0.5541558,-0.32467234,0.60387796,-0.16811061,0.23853995,-0.34318686,-0.010248303,-0.23138815,0.3129375,0.3746124,0.80429554,0.02829986,0.18436119,0.27736175,0.35717204,1.1597416,0.29347584,-0.17701578,-0.04818374,-0.32538623,0.09137304,0.90778285,0.46867684,0.06857358,-0.21336621,0.3581537,-0.36828268,0.74238944,-0.17393309,-0.66473556,-0.19163227,0.80730176,0.5575071,0.27220237,0.060714968,0.8115069,-0.3788594,0.5971893,0.016852314,0.4028239,0.80611706,-0.20105243,-0.5627122,0.5755966,-0.46647066
Thbs1,1.012926,0.052196503,1.3954313,0.3152249,0.52765226,1.2416161,0.7973564,0.6966955,-0.343844,1.0180221,0.5837631,0.9493207,0.05706171,0.8951354,-0.118747056,0.26714665,-0.22868139,-0.3842609,0.4266347,-0.20783895,-0.42121488,0.9894614,0.4735772,-0.2519567,-0.011667132,-0.32780772,-0.47772992,-0.2291444,0.9870162,0.3425597,-0.3277768,-0.25946766,0.063699394,0.5948773,1.0808222,0.7272291,-0.11843175,-0.4905203,-0.43470132,0.6836221,0.2961759,0.68422866,0.26422834,-0.42633706,-0.29711628,-0.0065202117,1.363714,0.5317883,-0.47453767,0.40923166,0.371579,-0.22424793,-0.37891853,-0.26472372,0.28243363,-0.47814143,0.42342618,-0.4415319,-0.34083277,0.8528946,-0.3775317,-0.659115,0.36188352,-0.503201
Thbs2,1.1871097,-0.3081476,1.6085883,0.10583846,0.28615525,1.2886877,1.0366182,0.9269502,-0.5323076,1.2445776,0.7947693,1.3031819,-0.0063561797,0.96257675,-0.25306898,0.4094191,-0.38133556,-0.5717609,0.6202494,-0.11226177,-0.6299242,1.4367132,0.54269624,-0.4386822,-0.24310273,-0.22470593,-0.6515651,-0.3543843,1.1891613,0.41572583,-0.17072552,-0.3526777,0.18724655,0.66303337,1.202261,1.0828214,-0.035007,-0.54070973,-0.5822166,0.93035936,0.15042056,1.04075,0.12923339,-0.5665219,-0.43154168,-0.06373012,1.3876985,0.31645533,-0.5237863,0.556564,0.2967341,-0.1125955,-0.37561423,-0.17751056,0.47063184,-0.65011656,0.25930977,-0.59520113,-0.46438825,0.8774736,-0.4965157,-0.77229416,0.44584882,-0.65161353
Thbs3,0.3474002,-0.23977655,0.41645217,0.63745546,0.88891906,1.408173,0.36484295,-0.23114133,0.007880951,-0.08353156,-0.25150746,0.057985865,0.39305624,-0.34390312,0.55505145,0.22433463,-0.26861608,0.023568876,-0.12834948,0.29714057,-0.21833748,0.44194713,-0.3792802,0.5689894,-0.15100682,-0.4380893,0.013519362,0.50726473,0.418789,0.6031071,0.36809602,0.76917595,-0.12547487,-0.08722079,0.5911934,-0.07286787,0.09609631,-0.20604765,0.1868914,0.2797019,1.286358,-0.23172575,0.611428,0.19858183,0.6196818,-0.23117316,0.3372901,0.28137544,-0.62868947,-0.1824556,0.9221459,0.028594688,0.33564544,-0.37030625,0.23199421,-0.11903888,0.3864672,0.26248285,0.53485066,0.4647168,0.18304989,-0.43773264,1.1048784,-0.3781159
Thbs4,0.75324607,-0.30492163,0.68140334,0.5476457,0.5595395,1.4357377,0.7461694,0.010674911,-0.20707536,0.31105024,0.1389226,0.40739882,0.0138021745,0.014040463,0.5191937,0.45310065,-0.16734928,-0.26157725,0.28738427,0.4591427,-0.32374573,0.61332273,-0.25008887,0.33694676,-0.31840634,-0.18563771,-0.20406675,0.3816052,0.41834658,0.76093245,0.13562545,0.3662703,0.13126999,0.23577449,1.0213859,0.18414749,-0.1067189,-0.16010219,-0.2131173,0.18646535,0.9943944,0.23521246,0.2564815,-0.10511625,0.43578285,-0.33991897,0.64482594,-0.035613954,-0.6428298,-0.19542176,0.8490605,0.35241622,0.2854241,-0.13212204,0.67564774,-0.3362704,0.53153044,0.045808475,0.4275497,0.7220136,-0.108666,-0.5561849,0.7608679,-0.47434765
Timp2,0.46059498,-0.108947456,0.41574505,0.67879987,0.73142916,1.4048274,0.5341865,-0.193641,0.050322026,0.045925826,-0.07978648,0.07197794,0.18536237,-0.23227113,0.6007701,0.31616157,-0.1313219,0.019992113,-0.006374538,0.35473663,-0.11607432,0.37841558,-0.31401443,0.54995775,-0.1597488,-0.30026078,0.086183526,0.53634256,0.34538564,0.71061665,0.1071593,0.58851314,-0.009196103,0.055162705,0.76523733,-0.04543817,-0.0036519766,-0.14297843,0.052055143,0.14476773,1.161621,-0.07908863,0.44921178,0.15616539,0.60247153,-0.27024817,0.4740668,0.14863662,-0.6374514,-0.2460931,0.9575842,0.2259106,0.3493238,-0.24766743,0.4150852,-0.10481483,0.5319855,0.24370411,0.5587023,0.56012774,0.1547658,-0.4162807,0.87163424,-0.32973206
Tinagl1,0.7768008,-0.2811386,0.6904589,0.53029865,0.52229464,1.410135,0.7610532,0.051341522,-0.20051551,0.35073707,0.20581733,0.4322837,-0.038684547,0.047474474,0.4928617,0.4475273,-0.151883,-0.24031222,0.2862,0.47579584,-0.30160034,0.6042454,-0.20310944,0.31224248,-0.29687178,-0.15815431,-0.18503398,0.35502943,0.42343438,0.7351071,0.09782537,0.3131374,0.1511994,0.25502867,1.0412319,0.21711996,-0.13189584,-0.10835391,-0.22931433,0.16980165,0.96027315,0.30499482,0.214874,-0.12161589,0.40213957,-0.32695144,0.6680549,-0.042187154,-0.6413156,-0.18179202,0.8088176,0.39100015,0.24643601,-0.09725374,0.6708351,-0.3287775,0.5435133,0.04298026,0.41129774,0.7199793,-0.12090355,-0.53741205,0.70405424,-0.4526779
